Well-known ID;Name;prj
3769;Bermuda_1957_UTM_Zone_20N;"PROJCS[""Bermuda_1957_UTM_Zone_20N"",GEOGCS[""GCS_Bermuda_1957"",DATUM[""D_Bermuda_1957"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-63.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3770;Bermuda_2000_National_Grid;"PROJCS[""Bermuda_2000_National_Grid"",GEOGCS[""GCS_Bermuda_2000"",DATUM[""D_Bermuda_2000"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",550000.0],PARAMETER[""False_Northing"",100000.0],PARAMETER[""Central_Meridian"",-64.75],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",32.0],UNIT[""Meter"",1.0]]"
3771;NAD_1927_3TM_111;"PROJCS[""NAD_1927_3TM_111"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-111.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3772;NAD_1927_3TM_114;"PROJCS[""NAD_1927_3TM_114"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-114.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3773;NAD_1927_3TM_117;"PROJCS[""NAD_1927_3TM_117"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-117.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3775;NAD_1983_3TM_111;"PROJCS[""NAD_1983_3TM_111"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-111.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3776;NAD_1983_3TM_114;"PROJCS[""NAD_1983_3TM_114"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-114.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3777;NAD_1983_3TM_117;"PROJCS[""NAD_1983_3TM_117"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-117.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3779;NAD_1983_CSRS_3TM_111;"PROJCS[""NAD_1983_CSRS_3TM_111"",GEOGCS[""GCS_North_American_1983_CSRS"",DATUM[""D_North_American_1983_CSRS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-111.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3780;NAD_1983_CSRS_3TM_114;"PROJCS[""NAD_1983_CSRS_3TM_114"",GEOGCS[""GCS_North_American_1983_CSRS"",DATUM[""D_North_American_1983_CSRS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-114.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3781;NAD_1983_CSRS_3TM_117;"PROJCS[""NAD_1983_CSRS_3TM_117"",GEOGCS[""GCS_North_American_1983_CSRS"",DATUM[""D_North_American_1983_CSRS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-117.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3783;Pitcairn_2006_Pitcairn_TM_2006;"PROJCS[""Pitcairn_2006_Pitcairn_TM_2006"",GEOGCS[""GCS_Pitcairn_2006"",DATUM[""D_Pitcairn_2006"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",14200.0],PARAMETER[""False_Northing"",15500.0],PARAMETER[""Central_Meridian"",-130.1129671111111],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",-25.06855261111111],UNIT[""Meter"",1.0]]"
3784;Pitcairn_1967_UTM_Zone_9S;"PROJCS[""Pitcairn_1967_UTM_Zone_9S"",GEOGCS[""GCS_Pitcairn_1967"",DATUM[""D_Pitcairn_1967"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",-129.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3785;WGS_1984_Web_Mercator;"PROJCS[""WGS_1984_Web_Mercator"",GEOGCS[""GCS_WGS_1984_Major_Auxiliary_Sphere"",DATUM[""D_WGS_1984_Major_Auxiliary_Sphere"",SPHEROID[""WGS_1984_Major_Auxiliary_Sphere"",6378137.0,0.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",0.0],PARAMETER[""Standard_Parallel_1"",0.0],UNIT[""Meter"",1.0]]"
3788;NZGD_2000_Auckland_Islands_TM_2000;"PROJCS[""NZGD_2000_Auckland_Islands_TM_2000"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",166.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3789;NZGD_2000_Campbell_Island_TM_2000;"PROJCS[""NZGD_2000_Campbell_Island_TM_2000"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",169.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3790;NZGD_2000_Antipodes_Islands_TM_2000;"PROJCS[""NZGD_2000_Antipodes_Islands_TM_2000"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",179.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3791;NZGD_2000_Raoul_Island_TM_2000;"PROJCS[""NZGD_2000_Raoul_Island_TM_2000"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",-178.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3793;NZGD_2000_Chatham_Islands_TM_2000;"PROJCS[""NZGD_2000_Chatham_Islands_TM_2000"",GEOGCS[""GCS_NZGD_2000"",DATUM[""D_NZGD_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",10000000.0],PARAMETER[""Central_Meridian"",-176.5],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3794;Slovenia_1996_Slovene_National_Grid;"PROJCS[""Slovenia_1996_Slovene_National_Grid"",GEOGCS[""GCS_Slovenia_1996"",DATUM[""D_Slovenia_Geodetic_Datum_1996"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",-5000000.0],PARAMETER[""Central_Meridian"",15.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3797;NAD_1927_MTQ_Lambert;"PROJCS[""NAD_1927_MTQ_Lambert"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",800000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-70.0],PARAMETER[""Standard_Parallel_1"",46.0],PARAMETER[""Standard_Parallel_2"",50.0],PARAMETER[""Latitude_Of_Origin"",44.0],UNIT[""Meter"",1.0]]"
3798;NAD_1983_MTQ_Lambert;"PROJCS[""NAD_1983_MTQ_Lambert"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",800000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-70.0],PARAMETER[""Standard_Parallel_1"",46.0],PARAMETER[""Standard_Parallel_2"",50.0],PARAMETER[""Latitude_Of_Origin"",44.0],UNIT[""Meter"",1.0]]"
3799;NAD_1983_CSRS_MTQ_Lambert;"PROJCS[""NAD_1983_CSRS_MTQ_Lambert"",GEOGCS[""GCS_North_American_1983_CSRS"",DATUM[""D_North_American_1983_CSRS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",800000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-70.0],PARAMETER[""Standard_Parallel_1"",46.0],PARAMETER[""Standard_Parallel_2"",50.0],PARAMETER[""Latitude_Of_Origin"",44.0],UNIT[""Meter"",1.0]]"
3800;NAD_1927_3TM_120;"PROJCS[""NAD_1927_3TM_120"",GEOGCS[""GCS_North_American_1927"",DATUM[""D_North_American_1927"",SPHEROID[""Clarke_1866"",6378206.4,294.9786982]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-120.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3801;NAD_1983_3TM_120;"PROJCS[""NAD_1983_3TM_120"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-120.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3802;NAD_1983_CSRS_3TM_120;"PROJCS[""NAD_1983_CSRS_3TM_120"",GEOGCS[""GCS_North_American_1983_CSRS"",DATUM[""D_North_American_1983_CSRS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",-120.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3812;Belge_Lambert_2008;"PROJCS[""Belge_Lambert_2008"",GEOGCS[""GCS_ETRS_1989"",DATUM[""D_ETRS_1989"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic""],PARAMETER[""False_Easting"",649328.0],PARAMETER[""False_Northing"",665262.0],PARAMETER[""Central_Meridian"",4.359215833333333],PARAMETER[""Standard_Parallel_1"",49.83333333333334],PARAMETER[""Standard_Parallel_2"",51.16666666666666],PARAMETER[""Latitude_Of_Origin"",50.797815],UNIT[""Meter"",1.0]]"
3814;NAD_1983_Mississippi_TM;"PROJCS[""NAD_1983_Mississippi_TM"",GEOGCS[""GCS_North_American_1983"",DATUM[""D_North_American_1983"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",1300000.0],PARAMETER[""Central_Meridian"",-89.75],PARAMETER[""Scale_Factor"",0.9998335],PARAMETER[""Latitude_Of_Origin"",32.5],UNIT[""Meter"",1.0]]"
3815;NAD_1983_HARN_Mississippi_TM;"PROJCS[""NAD_1983_HARN_Mississippi_TM"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",1300000.0],PARAMETER[""Central_Meridian"",-89.75],PARAMETER[""Scale_Factor"",0.9998335],PARAMETER[""Latitude_Of_Origin"",32.5],UNIT[""Meter"",1.0]]"
3816;NAD_1983_NSRS2007_Mississippi_TM;"PROJCS[""NAD_1983_NSRS2007_Mississippi_TM"",GEOGCS[""GCS_NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",1300000.0],PARAMETER[""Central_Meridian"",-89.75],PARAMETER[""Scale_Factor"",0.9998335],PARAMETER[""Latitude_Of_Origin"",32.5],UNIT[""Meter"",1.0]]"
3819;GCS_HD1909;"GEOGCS[""GCS_HD1909"",DATUM[""D_Hungarian_Datum_1909"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]]"
3821;GCS_TWD_1967;"GEOGCS[""GCS_TWD_1967"",DATUM[""D_TWD_1967"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]]"
3824;GCS_TWD_1997;"GEOGCS[""GCS_TWD_1997"",DATUM[""D_TWD_1997"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]]"
3825;TWD_1997_TM_Penghu;"PROJCS[""TWD_1997_TM_Penghu"",GEOGCS[""GCS_TWD_1997"",DATUM[""D_TWD_1997"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",250000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",119.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3826;TWD_1997_TM_Taiwan;"PROJCS[""TWD_1997_TM_Taiwan"",GEOGCS[""GCS_TWD_1997"",DATUM[""D_TWD_1997"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",250000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",121.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3827;TWD_1967_TM_Penghu;"PROJCS[""TWD_1967_TM_Penghu"",GEOGCS[""GCS_TWD_1967"",DATUM[""D_TWD_1967"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",250000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",119.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3828;TWD_1967_TM_Taiwan;"PROJCS[""TWD_1967_TM_Taiwan"",GEOGCS[""GCS_TWD_1967"",DATUM[""D_TWD_1967"",SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",250000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",121.0],PARAMETER[""Scale_Factor"",0.9999],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3829;Hu_Tzu_Shan_UTM_Zone_51N;"PROJCS[""Hu_Tzu_Shan_UTM_Zone_51N"",GEOGCS[""GCS_Hu_Tzu_Shan"",DATUM[""D_Hu_Tzu_Shan"",SPHEROID[""International_1924"",6378388.0,297.0]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Transverse_Mercator""],PARAMETER[""False_Easting"",500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",123.0],PARAMETER[""Scale_Factor"",0.9996],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3832;WGS_1984_PDC_Mercator;"PROJCS[""WGS_1984_PDC_Mercator"",GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137.0,298.257223563]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Mercator""],PARAMETER[""False_Easting"",0.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",150.0],PARAMETER[""Standard_Parallel_1"",0.0],UNIT[""Meter"",1.0]]"
3833;Pulkovo_1942_Adj_1958_GK_Zone_2;"PROJCS[""Pulkovo_1942_Adj_1958_GK_Zone_2"",GEOGCS[""GCS_Pulkovo_1942_Adj_1958"",DATUM[""D_Pulkovo_1942_Adj_1958"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",2500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",9.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3834;Pulkovo_1942_Adj_1983_GK_Zone_2;"PROJCS[""Pulkovo_1942_Adj_1983_GK_Zone_2"",GEOGCS[""GCS_Pulkovo_1942_Adj_1983"",DATUM[""D_Pulkovo_1942_Adj_1983"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",2500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",9.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3835;Pulkovo_1942_Adj_1983_GK_Zone_3;"PROJCS[""Pulkovo_1942_Adj_1983_GK_Zone_3"",GEOGCS[""GCS_Pulkovo_1942_Adj_1983"",DATUM[""D_Pulkovo_1942_Adj_1983"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",15.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3836;Pulkovo_1942_Adj_1983_GK_Zone_4;"PROJCS[""Pulkovo_1942_Adj_1983_GK_Zone_4"",GEOGCS[""GCS_Pulkovo_1942_Adj_1983"",DATUM[""D_Pulkovo_1942_Adj_1983"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",4500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",21.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3837;Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_3;"PROJCS[""Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_3"",GEOGCS[""GCS_Pulkovo_1942_Adj_1958"",DATUM[""D_Pulkovo_1942_Adj_1958"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",3500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",9.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3838;Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_4;"PROJCS[""Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_4"",GEOGCS[""GCS_Pulkovo_1942_Adj_1958"",DATUM[""D_Pulkovo_1942_Adj_1958"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",4500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",12.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
3839;Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_9;"PROJCS[""Pulkovo_1942_Adj_1958_3_Degree_GK_Zone_9"",GEOGCS[""GCS_Pulkovo_1942_Adj_1958"",DATUM[""D_Pulkovo_1942_Adj_1958"",SPHEROID[""Krasovsky_1940"",6378245.0,298.3]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Gauss_Kruger""],PARAMETER[""False_Easting"",9500000.0],PARAMETER[""False_Northing"",0.0],PARAMETER[""Central_Meridian"",27.0],PARAMETER[""Scale_Factor"",1.0],PARAMETER[""Latitude_Of_Origin"",0.0],UNIT[""Meter"",1.0]]"
